admin3Name_en,admin3Pcode,ADM2_PCODE,ADM1_PCODE,ADM0_PCODE,admin3RefName,admin2Name_en,admin1Name_en,admin0Name_en,P,P00_04,P05_09,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_80,P80plus,Child,Male,Female
Jhenaigati,BD458937,BD4589,BD45,BD,<Null>,Sherpur,Mymensingh,Bangladesh,160452,18119,22559,19316,11026,12153,13928,11173,10979,9692,7176,7227,3919,5013,2212,2811,961,2188,69889,79548,80904
Nakla,BD458967,BD4589,BD45,BD,<Null>,Sherpur,Mymensingh,Bangladesh,189685,20984,27291,22584,13714,14215,15248,12869,12184,11526,8709,8511,4832,6062,3251,3756,1289,2660,81859,92895,96790
Nalitabari,BD458970,BD4589,BD45,BD,<Null>,Sherpur,Mymensingh,Bangladesh,251361,29333,35078,28465,17438,20329,22573,17891,16469,14727,10791,10432,5968,7511,4026,4839,1707,3784,106312,124649,126712
Sherpur Sadar,BD458988,BD4589,BD45,BD,<Null>,Sherpur,Mymensingh,Bangladesh,497179,56049,70516,59009,38432,40800,44277,35287,32705,28674,21195,20264,11538,14333,6859,8592,2836,5813,221477,250376,246803
Sreebardi,BD458990,BD4589,BD45,BD,<Null>,Sherpur,Mymensingh,Bangladesh,259648,30287,37288,29932,17487,19633,22542,18237,17029,15452,11504,11639,6461,8557,3781,4900,1596,3323,115373,128920,130728
Adamdighi,BD501006,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,195186,16931,19226,19022,16361,19254,20317,15513,14304,13597,10862,8531,5855,5604,3540,3114,1335,1820,72449,97368,97818
Bogra Sadar,BD501020,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,555014,46605,55021,57644,55587,59978,57450,44072,42412,34921,29521,21319,15189,13250,7702,6899,3086,4358,204316,288084,266930
Dhunat,BD501027,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,292404,30161,37614,30593,19767,23494,27202,22645,21282,18535,14780,12581,8498,8799,5373,5083,2233,3764,114788,143091,149313
Dhupchanchia,BD501033,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,176678,15289,17868,17437,14307,16707,18116,14450,13997,11560,9531,7478,5488,5324,3409,2763,1314,1640,62607,87073,89605
Gabtali,BD501040,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,319588,31262,36319,33086,25810,27746,30129,23490,22682,19850,17284,14138,10089,9726,5713,5525,2556,4183,126783,159186,160402
Kahaloo,BD501054,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,222376,20875,23083,22021,17610,22126,24007,17948,17219,13842,11728,9152,6325,6157,3715,3192,1402,1974,83462,110663,111713
Nandigram,BD501067,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,180802,15683,19473,18604,14249,17565,19510,14804,14109,11427,9002,7384,5182,4936,2945,2737,1218,1974,66538,90408,90394
Sariakandi,BD501081,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,270719,30070,36868,29342,19407,21001,25588,19916,19050,16196,12788,11199,7773,8239,4667,4356,1645,2614,114849,135266,135453
Shajahanpur,BD501085,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,289804,25747,30398,30032,24143,28337,31419,23691,23660,18285,14974,11026,7844,7240,4457,3830,1811,2910,110232,149458,140346
Sherpur,BD501088,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,332825,30985,37064,34200,24862,28756,33296,27159,26175,21869,17542,14075,9899,9638,5842,5280,2416,3767,123113,165527,167298
Shibganj,BD501094,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,378700,33918,40823,38291,30161,33716,39127,29206,29187,24232,20984,16398,11881,11346,6534,6207,2633,4056,145404,190376,188324
Sonatola,BD501095,BD5010,BD50,BD,<Null>,Bogra,Rajshahi,Bangladesh,186778,19807,24115,20440,14695,14676,16515,13517,12648,11177,9498,7854,5681,5824,3279,3224,1441,2387,77966,92306,94472
Akkelpur,BD503813,BD5038,BD50,BD,<Null>,Joypurhat,Rajshahi,Bangladesh,137619,11746,14456,13186,10518,11711,13471,11212,10841,9625,7799,6268,4388,4646,2701,2574,1028,1449,50718,68333,69286
Joypurhat Sadar,BD503847,BD5038,BD50,BD,<Null>,Joypurhat,Rajshahi,Bangladesh,289058,23930,27753,29075,24021,25724,28154,23959,23570,20393,16521,12932,8784,8921,5055,5020,2069,3177,104858,147096,141962
Kalai,BD503858,BD5038,BD50,BD,<Null>,Joypurhat,Rajshahi,Bangladesh,143197,11972,14875,14077,10580,12829,15944,12850,11938,9905,7476,6173,4185,4174,2187,2130,753,1149,52730,70860,72337
Khetlal,BD503861,BD5038,BD50,BD,<Null>,Joypurhat,Rajshahi,Bangladesh,108326,8782,10659,10830,7746,9304,11056,9508,9120,7833,6001,4831,3426,3482,1970,2032,757,989,39136,54214,54112
Panchbibi,BD503874,BD5038,BD50,BD,<Null>,Joypurhat,Rajshahi,Bangladesh,235568,20740,25494,23656,18536,19778,23425,19638,18200,15950,12730,10522,7246,7207,4295,3970,1686,2495,88855,118781,116787
Atrai,BD506403,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,193256,17322,21068,19596,15351,17592,19170,15767,14992,13146,9919,8030,5437,5789,3293,3388,1301,2095,70837,96129,97127
Badalgachhi,BD506406,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,201342,16753,20204,19531,15381,16446,19176,16103,15581,14503,11980,9768,6865,6871,4383,3726,1770,2301,72451,100566,100776
Dhamoirhat,BD506428,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,184778,15854,18927,17679,13819,16721,18913,15531,15020,13352,10219,8332,5289,5801,2910,3200,1203,2008,67036,93563,91215
Manda,BD506447,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,363858,29790,36952,35653,28888,32812,37353,31136,28623,25352,19502,15814,10318,10900,6406,6681,2906,4772,131662,180023,183835
Mahadebpur,BD506450,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,292859,24584,29610,27652,23049,26767,29574,24926,22830,20529,16139,13383,8587,9137,5358,5064,2284,3386,105082,146905,145954
Naogaon Sadar,BD506460,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,405148,34539,41480,40038,35094,38063,40798,32790,31426,27400,21812,17315,11905,11530,7141,6482,2921,4414,149221,204505,200643
Niamatpur,BD506469,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,248351,22411,27301,26051,20623,24689,24856,20262,18191,16611,12429,10285,6601,6860,3768,3691,1504,2218,95118,122578,125773
Patnitala,BD506475,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,231900,20021,23975,21645,18211,22340,24073,19550,18692,15973,12997,9977,6754,6771,3852,3523,1479,2067,83556,116724,115176
Porsha,BD506479,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,132095,12587,15556,15182,11559,12912,13281,10030,9250,8125,6462,5086,3397,3304,1900,1725,683,1056,53769,66299,65796
Raninagar,BD506485,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,184778,16660,20523,18930,14343,16955,19317,14899,13826,12180,9302,7546,5186,5361,3366,3053,1365,1966,69863,91631,93147
Sapahar,BD506486,BD5064,BD50,BD,<Null>,Naogaon,Rajshahi,Bangladesh,161792,15306,18939,18470,14508,16455,15974,12683,11260,10225,7533,6304,3969,4007,2304,2040,773,1042,66440,81304,80488
Bagati Para,BD506909,BD5069,BD50,BD,<Null>,Natore,Rajshahi,Bangladesh,131004,11179,13209,13144,10709,11447,13305,11171,10631,8988,7197,5462,3795,3524,2259,2129,995,1860,49036,65054,65950
Baraigram,BD506915,BD5069,BD50,BD,<Null>,Natore,Rajshahi,Bangladesh,279672,26152,30701,28825,22398,24929,27823,22318,21631,18116,14479,11715,7432,7601,4747,4657,2080,4068,107635,138746,140926
Gurudaspur,BD506941,BD5069,BD50,BD,<Null>,Natore,Rajshahi,Bangladesh,214788,20524,24816,22141,16792,18547,21728,17701,16696,13939,10653,8707,5437,5934,3290,3435,1462,2986,84643,107520,107268
Lalpur,BD506944,BD5069,BD50,BD,<Null>,Natore,Rajshahi,Bangladesh,274405,25694,29690,28326,23357,25066,27352,21941,20057,17891,13918,11680,7287,7742,4160,4645,1852,3747,110637,138457,135948
Natore Sadar,BD506963,BD5069,BD50,BD,<Null>,Natore,Rajshahi,Bangladesh,442422,37212,45717,46654,38522,41705,44609,35691,33401,29993,23591,18606,12138,12315,7173,6867,2908,5320,166382,221820,220602
Singra,BD506991,BD5069,BD50,BD,<Null>,Natore,Rajshahi,Bangladesh,364382,35062,43714,37190,28338,32894,36689,29132,27132,23197,18013,14923,9716,10351,5769,5748,2428,4086,140172,182586,181796
Bholahat,BD507018,BD5070,BD50,BD,<Null>,Nawabganj,Rajshahi,Bangladesh,103301,10432,13263,12286,8758,9535,9612,7905,7324,6482,4779,3946,2445,2582,1366,1312,455,819,45512,51035,52266
Gomastapur,BD507037,BD5070,BD50,BD,<Null>,Nawabganj,Rajshahi,Bangladesh,275823,28266,33467,33021,24826,26018,24971,20476,18792,17989,13025,10686,6867,6673,3925,3560,1426,1835,116540,136321,139502
Nachole,BD507056,BD5070,BD50,BD,<Null>,Nawabganj,Rajshahi,Bangladesh,146627,14924,17529,17703,12884,14193,13655,11168,9822,9159,6545,5758,3636,3778,2037,2013,705,1118,62411,72895,73732
Nawabganj Sadar,BD507066,BD5070,BD50,BD,<Null>,Nawabganj,Rajshahi,Bangladesh,530592,57439,68184,64458,50881,47953,43713,37001,34050,32096,23039,20847,12832,14243,8169,8180,2955,4552,234292,254629,275963
Shibganj,BD507088,BD5070,BD50,BD,<Null>,Nawabganj,Rajshahi,Bangladesh,591178,62609,74395,71460,55437,54125,51519,43635,39260,36119,25297,22564,13911,15300,8717,8924,3188,4718,259500,295338,295840
Atgharia,BD507605,BD5076,BD50,BD,<Null>,Pabna,Rajshahi,Bangladesh,157254,16305,19044,17521,11962,13537,15142,12484,11248,9583,7399,6468,4062,4558,2286,2675,986,1994,65154,78237,79017
Bera,BD507616,BD5076,BD50,BD,<Null>,Pabna,Rajshahi,Bangladesh,256793,29365,33965,29986,22705,22784,22372,17356,16028,13960,10592,9941,6367,7337,4274,4707,1779,3275,116931,128397,128396
Bhangura,BD507619,BD5076,BD50,BD,<Null>,Pabna,Rajshahi,Bangladesh,124433,13847,15513,13101,9482,11506,12165,9592,8718,7724,5628,4943,3021,3443,1686,1857,712,1495,51174,61900,62533
Chatmohar,BD507622,BD5076,BD50,BD,<Null>,Pabna,Rajshahi,Bangladesh,291121,31235,36324,30292,20845,25358,28713,23435,21219,18387,13867,11748,7170,8073,4221,4627,1779,3828,118243,144820,146301
Faridpur,BD507633,BD5076,BD50,BD,<Null>,Pabna,Rajshahi,Bangladesh,130335,13838,16637,13489,10013,11767,12476,10074,8823,8123,5839,5443,3296,3968,1856,2231,773,1689,54525,65029,65306
Ishwardi,BD507639,BD5076,BD50,BD,<Null>,Pabna,Rajshahi,Bangladesh,313932,28455,34087,34340,28121,31312,32083,24614,22098,19654,15198,12946,8068,8527,4484,4698,1761,3486,130349,157897,156035
Pabna Sadar,BD507655,BD5076,BD50,BD,<Null>,Pabna,Rajshahi,Bangladesh,590914,57892,69141,65887,51431,55779,58555,46395,41355,36612,26303,23403,13764,16345,8425,9202,3527,6898,244358,296870,294044
Santhia,BD507672,BD5076,BD50,BD,<Null>,Pabna,Rajshahi,Bangladesh,380301,41070,47738,42042,31078,34816,36800,28270,25244,22339,16064,15563,8961,11063,5434,6492,2306,5021,161705,191225,189076
Sujanagar,BD507683,BD5076,BD50,BD,<Null>,Pabna,Rajshahi,Bangladesh,278096,30870,36031,31501,22486,23476,25067,19641,17665,16210,12203,11500,7234,8625,4542,5116,1956,3973,119896,138559,139537
Bagha,BD508110,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,184183,15595,19620,20003,15897,15659,17687,15580,13930,12763,9350,7817,4764,5393,2967,3221,1357,2580,73203,92010,92173
Baghmara,BD508112,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,354664,27885,36345,35449,26799,30856,36785,31258,29955,25521,19265,14600,9738,10553,6397,6291,2524,4443,128872,177157,177507
Boalia,BD508122,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,221163,14423,17318,21541,27721,29294,22561,17288,16311,14407,11705,8743,6206,5412,3076,2545,1072,1540,78265,114399,106764
Charghat,BD508125,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,206788,17883,21121,21749,19006,18767,21680,17325,15931,13769,10610,8321,5404,5244,3179,3084,1427,2288,82825,104138,102650
Durgapur,BD508131,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,185845,14400,18188,19178,15075,16623,19516,15949,15196,13413,10202,7953,5130,4984,3128,3066,1314,2530,69826,93551,92294
Godagari,BD508134,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,330924,34585,41139,40519,30460,29684,29545,24503,22143,20062,14875,12737,8130,8552,4689,4718,1783,2800,147454,166260,164664
Matihar,BD508140,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,62172,4290,4968,5992,7501,13194,6238,4180,3965,3313,2427,1784,1243,1197,713,615,230,322,21725,33446,28726
Mohanpur,BD508153,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,170021,14023,17599,18077,14115,16120,18259,14843,13865,11326,8710,6702,4305,4456,2581,2405,911,1724,65860,85236,84785
Paba,BD508172,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,314196,28141,34238,35461,27650,30220,32203,26239,24026,20401,15481,11821,7403,7710,4390,4329,1617,2866,126642,159452,154744
Puthia,BD508182,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,207490,16469,20809,22011,17849,19710,21158,17246,16604,14270,11026,8563,5528,5390,3340,3361,1368,2788,80584,105071,102419
Rajpara,BD508185,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,137318,10221,11885,14354,15172,15623,13808,11501,10457,9280,7210,5754,3766,3388,1685,1567,597,1050,50556,70346,66972
Shah Makhdum,BD508190,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,29103,2185,2567,3191,3428,3221,3101,2299,2145,1784,1502,1223,751,745,337,315,109,200,11177,14783,14320
Tanore,BD508194,BD5081,BD50,BD,<Null>,Rajshahi,Rajshahi,Bangladesh,191330,17357,21135,20811,16545,17942,19895,16006,14726,12343,9352,7366,4726,4944,2833,2501,1039,1809,76796,94041,97289
Belkuchi,BD508811,BD5088,BD50,BD,<Null>,Sirajganj,Rajshahi,Bangladesh,352835,40927,49981,40858,31274,34156,32736,23854,21312,18992,13896,13146,7713,9226,4928,4840,1730,3266,162716,179738,173097
Chauhali,BD508827,BD5088,BD50,BD,<Null>,Sirajganj,Rajshahi,Bangladesh,160063,21070,25350,17763,11092,12944,14351,11579,10181,8953,6096,6021,3436,4508,2312,2378,719,1310,75845,80252,79811
Kamarkhanda,BD508844,BD5088,BD50,BD,<Null>,Sirajganj,Rajshahi,Bangladesh,138645,15131,18638,16297,11714,12318,11769,9346,8892,8063,6228,5698,3533,4076,2077,2307,754,1804,60477,68411,70234
Kazipur,BD508850,BD5088,BD50,BD,<Null>,Sirajganj,Rajshahi,Bangladesh,274679,29018,38645,29092,18212,21574,23582,20244,19556,17980,13525,12549,7539,8692,4527,4957,1804,3183,112522,134992,139687
Royganj,BD508861,BD5088,BD50,BD,<Null>,Sirajganj,Rajshahi,Bangladesh,317666,33566,42112,33683,23519,28151,30138,23802,22663,18809,14846,12769,8481,9007,5151,4987,2058,3924,129284,158604,159062
Shahjadpur,BD508867,BD5088,BD50,BD,<Null>,Sirajganj,Rajshahi,Bangladesh,561076,64385,77548,63530,47564,52297,52404,39696,35842,31213,22428,21540,12754,15396,7679,8259,2882,5659,249005,283330,277746
Sirajganj Sadar,BD508878,BD5088,BD50,BD,<Null>,Sirajganj,Rajshahi,Bangladesh,555155,57653,72938,64192,47594,52747,51332,39389,36560,32853,24931,22241,13823,15232,7572,7863,2848,5387,236957,279113,276042
Tarash,BD508889,BD5088,BD50,BD,<Null>,Sirajganj,Rajshahi,Bangladesh,197214,21463,25147,21700,13861,17153,19687,15639,14592,11945,8927,7610,4667,5263,2733,3221,1203,2403,80129,97447,99767
Ullah Para,BD508894,BD5088,BD50,BD,<Null>,Sirajganj,Rajshahi,Bangladesh,540156,58691,71452,59339,42968,49006,50359,39642,36328,31746,23784,21578,13467,15207,8389,8637,3319,6244,226697,269481,270675
Birampur,BD552710,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,170806,15049,19280,18193,14397,14572,16282,13115,12582,11187,9244,7486,5152,5165,3152,2915,1183,1852,65703,86393,84413
Birganj,BD552712,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,317253,33161,39637,35576,27048,27574,30160,24166,22708,19048,14807,11995,8492,8138,4839,4551,1876,3477,132024,159612,157641
Biral,BD552717,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,257925,27635,31551,28490,19743,21055,24507,19928,18332,16050,12612,10408,7325,7151,4345,4039,1809,2945,104790,130160,127765
Bochaganj,BD552721,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,160049,15893,18771,17093,12862,13190,15476,12548,12124,10372,8602,6317,4667,4143,2812,2450,1138,1591,63048,80428,79621
Chirirbandar,BD552730,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,292500,29962,34868,31849,24827,24277,26595,21831,20339,17904,14433,12111,8971,8436,5554,4967,2285,3291,118304,146619,145881
Fulbari,BD552738,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,176023,17032,19479,17726,14947,14511,17355,13735,12828,11177,9344,7428,5480,5271,3280,3034,1306,2090,67371,88984,87039
Ghoraghat,BD552743,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,117740,11194,14210,13430,9147,9901,11298,9196,8558,7414,5877,4950,3260,3317,2021,1802,797,1368,46548,59001,58739
Hakimpur,BD552747,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,92599,8582,10714,10312,7937,8188,9280,7086,6633,5917,4990,3820,2695,2424,1424,1253,550,794,35959,47162,45437
Kaharole,BD552756,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,154432,15693,18390,16586,12317,13336,15021,12406,11031,9836,7776,6282,4601,3974,2558,2157,1025,1443,61557,77253,77179
Khansama,BD552760,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,171764,18671,21100,19403,14941,15158,16294,12927,11829,9839,8097,6596,4925,4246,2728,2324,1071,1615,73776,86731,85033
Dinajpur Sadar,BD552764,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,484597,43717,50471,51482,46399,49269,47237,37414,35188,31726,24518,19636,13558,12346,7347,6889,2969,4431,182761,247792,236805
Nawabganj,BD552769,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,229337,22984,27995,24481,17832,18743,21500,17393,16174,14874,11651,10183,6596,6827,3950,3853,1521,2780,92229,114763,114574
Parbatipur,BD552777,BD5527,BD55,BD,<Null>,Dinajpur,Rangpur,Bangladesh,365103,37185,44491,39714,30934,30199,34470,27296,25826,22531,18844,14920,10482,10286,6047,5592,2346,3940,149135,183772,181331
Fulchhari,BD553221,BD5532,BD55,BD,<Null>,Gaibandha,Rangpur,Bangladesh,165334,20918,25594,18457,11663,14225,15516,11977,10470,8624,6447,5794,3940,4531,2407,2421,879,1471,75736,82523,82811
Gaibandha Sadar,BD553224,BD5532,BD55,BD,<Null>,Gaibandha,Rangpur,Bangladesh,437268,47578,58220,48570,33948,37724,40512,32400,29897,26080,20123,18306,11984,12534,6411,6377,2448,4156,184564,213811,223457
Gobindaganj,BD553230,BD5532,BD55,BD,<Null>,Gaibandha,Rangpur,Bangladesh,514696,54572,65195,54042,36343,42209,50251,39791,36660,31491,25209,22226,14925,15567,8285,8521,3344,6065,204984,255639,259057
Palashbari,BD553267,BD5532,BD55,BD,<Null>,Gaibandha,Rangpur,Bangladesh,244792,26427,33451,26622,17275,19210,22414,17733,16703,14618,11924,10487,7105,7458,4116,4315,1835,3099,100106,120007,124785
Sadullapur,BD553282,BD5532,BD55,BD,<Null>,Gaibandha,Rangpur,Bangladesh,287426,29822,37809,31457,19970,23099,27309,21730,20387,17266,13484,12137,8311,8671,5143,5160,2052,3619,117160,140423,147003
Saghatta,BD553288,BD5532,BD55,BD,<Null>,Gaibandha,Rangpur,Bangladesh,267819,30121,36528,29762,18909,21539,24371,19377,17686,15503,12445,11336,7857,8335,4518,4601,1881,3050,114004,130606,137213
Sundarganj,BD553291,BD5532,BD55,BD,<Null>,Gaibandha,Rangpur,Bangladesh,461920,52778,62561,52361,32513,37800,43435,34816,32778,27389,20980,18914,11584,13327,6641,6788,2601,4654,199323,226118,235802
Bhurungamari,BD554906,BD5549,BD55,BD,<Null>,Kurigram,Rangpur,Bangladesh,231538,25150,29210,24739,17364,20595,22233,17361,15612,14511,10202,9662,5698,6545,3171,4068,1736,3681,93468,113502,118036
Char Rajibpur,BD554908,BD5549,BD55,BD,<Null>,Kurigram,Rangpur,Bangladesh,73373,8469,11987,8832,5123,5415,6349,5476,5047,4207,3093,2852,1708,1836,965,1005,397,612,33358,35372,38001
Chilmari,BD554909,BD5549,BD55,BD,<Null>,Kurigram,Rangpur,Bangladesh,122841,14636,17897,14265,8919,9618,11137,8275,8252,6551,5682,4653,3540,3313,2125,1870,871,1237,54314,59414,63427
Phulbari,BD554918,BD5549,BD55,BD,<Null>,Kurigram,Rangpur,Bangladesh,160250,16341,20694,17278,12023,13668,15009,11786,10737,9593,7875,6973,4573,4741,2567,2780,1192,2420,63745,78568,81682
Kurigram Sadar,BD554952,BD5549,BD55,BD,<Null>,Kurigram,Rangpur,Bangladesh,312408,34697,39875,36348,25642,27769,28462,22845,20095,18507,14061,12662,8204,8375,4505,4723,1959,3679,132140,154500,157908
Nageshwari,BD554961,BD5549,BD55,BD,<Null>,Kurigram,Rangpur,Bangladesh,394258,48577,55018,44384,29387,32880,36768,28443,24501,22252,16708,15523,9573,10625,5435,6333,2638,5213,171075,193444,200814
Rajarhat,BD554977,BD5549,BD55,BD,<Null>,Kurigram,Rangpur,Bangladesh,182981,17807,21578,20855,13511,14494,17180,13828,12524,11499,9251,8325,5499,5623,3113,3342,1477,3075,73036,88818,94163
Raumari,BD554979,BD5549,BD55,BD,<Null>,Kurigram,Rangpur,Bangladesh,196417,21490,28222,24548,15302,15610,17465,14860,13481,11587,8275,7587,4464,5096,2443,2835,1044,2108,87648,95783,100634
Ulipur,BD554994,BD5549,BD55,BD,<Null>,Kurigram,Rangpur,Bangladesh,395207,43881,50678,44901,26648,30915,35310,29086,26968,23661,19341,16791,11817,12257,7123,7255,3130,5445,164524,191041,204166
Aditmari,BD555202,BD5552,BD55,BD,<Null>,Lalmonirhat,Rangpur,Bangladesh,224796,24470,30442,25899,17789,19027,20610,16229,14417,12949,10297,8863,6119,6085,3642,3355,1547,3056,97061,112243,112553
Hatibandha,BD555233,BD5552,BD55,BD,<Null>,Lalmonirhat,Rangpur,Bangladesh,233927,26243,33315,29347,19627,18633,20227,15764,15353,12893,10831,8994,6145,6070,3437,3160,1346,2542,104975,116856,117071
Kaliganj,BD555239,BD5552,BD55,BD,<Null>,Lalmonirhat,Rangpur,Bangladesh,245595,25279,32962,29317,20378,19980,22194,17716,16486,14048,11195,10136,6601,6883,3787,3844,1677,3112,106427,122225,123370
Lalmonirhat Sadar,BD555255,BD5552,BD55,BD,<Null>,Lalmonirhat,Rangpur,Bangladesh,333166,34950,43278,37185,26149,28221,31557,24731,22345,19629,16079,13739,9571,9185,5342,5041,2192,3972,138154,166763,166403
Patgram,BD555270,BD5552,BD55,BD,<Null>,Lalmonirhat,Rangpur,Bangladesh,218615,26022,33248,24769,17739,18068,20149,15653,15279,11702,9773,7678,5275,4954,2824,2365,1124,1993,98066,110712,107903
Dimla,BD557312,BD5573,BD55,BD,<Null>,Nilphamari,Rangpur,Bangladesh,283438,33776,40688,34587,22945,23559,25443,19963,18338,15736,12223,10735,6800,7171,3855,3696,1366,2557,128786,142412,141026
Domar,BD557315,BD5573,BD55,BD,<Null>,Nilphamari,Rangpur,Bangladesh,249429,28992,35056,28406,20069,20744,21894,18317,17092,14296,10939,9517,6105,6873,3572,3776,1413,2368,109777,125338,124091
Jaldhaka,BD557336,BD5573,BD55,BD,<Null>,Nilphamari,Rangpur,Bangladesh,340672,41660,48948,39544,28158,28164,30493,24352,22614,19285,14861,12854,8403,8609,4363,4277,1562,2525,154248,171466,169206
Kishoreganj,BD557345,BD5573,BD55,BD,<Null>,Nilphamari,Rangpur,Bangladesh,261069,28625,36530,28931,20003,20235,23643,20031,18221,15636,12176,10695,7096,7743,4101,3766,1400,2237,112386,130931,130138
Nilphamari Sadar,BD557364,BD5573,BD55,BD,<Null>,Nilphamari,Rangpur,Bangladesh,435162,48201,59731,50278,37667,37249,39498,31023,29582,24963,19635,16612,11089,11510,5964,5731,2388,4041,187977,219080,216082
Saidpur,BD557385,BD5573,BD55,BD,<Null>,Nilphamari,Rangpur,Bangladesh,264461,25965,32903,31866,27133,23679,23826,19049,17847,15351,12663,10224,6906,6789,3450,3384,1353,2073,118792,133737,130724
Atwari,BD557704,BD5577,BD55,BD,<Null>,Panchagarh,Rangpur,Bangladesh,133650,14427,16606,14423,11646,10733,12428,10261,9809,8466,6649,5174,3775,3486,1953,1781,740,1293,57277,66737,66913
Boda,BD557725,BD5577,BD55,BD,<Null>,Panchagarh,Rangpur,Bangladesh,232124,24789,29678,25473,20293,20589,22324,17445,16478,13658,10937,8836,6118,5777,3240,2979,1283,2227,101363,116555,115569
Debiganj,BD557734,BD5577,BD55,BD,<Null>,Panchagarh,Rangpur,Bangladesh,224709,24775,30460,25677,18994,18774,20904,16314,15656,12557,10319,8402,5980,5734,3256,3094,1351,2462,97717,113120,111589
Panchagarh Sadar,BD557773,BD5577,BD55,BD,<Null>,Panchagarh,Rangpur,Bangladesh,271707,30029,35707,32041,25863,24895,25532,19588,18173,15655,11822,10126,6282,6144,3225,3063,1215,2347,122318,136850,134857
Tentulia,BD557790,BD5577,BD55,BD,<Null>,Panchagarh,Rangpur,Bangladesh,125454,14629,16240,13766,11253,11321,11755,9242,8451,7386,5848,4781,2988,2973,1612,1493,616,1100,56036,63463,61991
Badarganj,BD558503,BD5585,BD55,BD,<Null>,Rangpur,Rangpur,Bangladesh,287746,30232,38191,31216,21239,22855,26712,21233,20124,17086,14391,12123,8461,8507,4910,4795,2128,3543,120053,144254,143492
Gangachara,BD558527,BD5585,BD55,BD,<Null>,Rangpur,Rangpur,Bangladesh,297869,33589,40102,32630,23539,24250,27191,22077,20408,17310,14225,12203,8536,8814,4562,4100,1644,2689,129973,150300,147569
Kaunia,BD558542,BD5585,BD55,BD,<Null>,Rangpur,Rangpur,Bangladesh,227805,22748,29114,26635,19224,20197,21124,16799,15091,13872,10673,9165,6295,6262,3408,3347,1306,2545,99557,112701,115104
Rangpur Sadar,BD558549,BD5585,BD55,BD,<Null>,Rangpur,Rangpur,Bangladesh,718203,65074,81335,81232,69455,74713,70004,54438,50655,43586,34805,27672,18911,17240,9719,8796,3948,6620,287379,366788,351415
